case,subcase_id,n_clusters,n_obs_per_cluster,subcase_label,method,GP_method,chosen_GP_method,chosen,rmw2_est,rmw2_emp_est,rel_rmw2_emp_bound,best_rel_rmw2_emp_bound,rel_to_best_gp_method
3re,2,50,10,"d=50, n_i=10",PACE-AIC-default,FPC,FPC,TRUE,0.9996965128093217,0.5649691634244033,1.7694709331566694,1.727984967503624,1.0240082908319388
3re,2,50,10,"d=50, n_i=10",PACE-BIC-GCV,Direct,FPC,FALSE,0.9664188221089757,0.5649691634244033,1.7105691508033767,1.7105691508033767,1
3re,2,50,10,"d=50, n_i=10",PACE-BIC-GCV,Empirical,FPC,FALSE,0.9708210830131931,0.5649691634244033,1.7183611882971301,1.7105691508033767,1.0045552309242183
3re,2,50,10,"d=50, n_i=10",PACE-BIC-GCV,FPC,FPC,TRUE,0.9863800886172502,0.5649691634244033,1.7459007543678702,1.7105691508033767,1.0206548817672176
3re,2,50,10,"d=50, n_i=10",PACE-BIC-default,Direct,FPC,FALSE,0.9828291471532502,0.5649691634244033,1.7396155591857527,1.727984967503624,1.0067307250357225
3re,2,50,10,"d=50, n_i=10",PACE-BIC-default,Empirical,FPC,FALSE,0.9762582215004671,0.5649691634244033,1.727984967503624,1.727984967503624,1
3re,2,50,10,"d=50, n_i=10",PACE-BIC-default,FPC,FPC,TRUE,0.9996965128093217,0.5649691634244033,1.7694709331566694,1.727984967503624,1.0240082908319388
3re,2,50,10,"d=50, n_i=10",PACE-FVE95-GCV,Direct,FPC,FALSE,0.9664188221089757,0.5649691634244033,1.7105691508033767,1.7105691508033767,1
3re,2,50,10,"d=50, n_i=10",PACE-FVE95-GCV,Empirical,FPC,FALSE,1.0029630715685727,0.5649691634244033,1.7752527686456216,1.7105691508033767,1.0378140911823799
3re,2,50,10,"d=50, n_i=10",PACE-FVE95-GCV,FPC,FPC,TRUE,1.018746300994786,0.5649691634244033,1.8031892126995726,1.7105691508033767,1.0541457571900537
3re,2,50,10,"d=50, n_i=10",PACE-FVE95-default,Direct,FPC,FALSE,0.9828291471532502,0.5649691634244033,1.7396155591857527,1.7396155591857527,1
3re,2,50,10,"d=50, n_i=10",PACE-FVE95-default,Empirical,FPC,FALSE,1.0099213394777893,0.5649691634244033,1.7875689592621875,1.7396155591857527,1.0275655157389372
3re,2,50,10,"d=50, n_i=10",PACE-FVE95-default,FPC,FPC,TRUE,1.0302017366977618,0.5649691634244033,1.8234654267738806,1.7396155591857527,1.0482002285765797
3re,2,50,10,"d=50, n_i=10",PACE-FVE99-GCV,Direct,FPC,FALSE,0.9664188221089757,0.5649691634244033,1.7105691508033767,1.7105691508033767,1
3re,2,50,10,"d=50, n_i=10",PACE-FVE99-GCV,Empirical,FPC,FALSE,0.9708210830131931,0.5649691634244033,1.7183611882971301,1.7105691508033767,1.0045552309242183
3re,2,50,10,"d=50, n_i=10",PACE-FVE99-GCV,FPC,FPC,TRUE,0.9863800886172502,0.5649691634244033,1.7459007543678702,1.7105691508033767,1.0206548817672176
3re,2,50,10,"d=50, n_i=10",PACE-FVE99-default,Direct,FPC,FALSE,0.9828291471532502,0.5649691634244033,1.7396155591857527,1.727984967503624,1.0067307250357225
3re,2,50,10,"d=50, n_i=10",PACE-FVE99-default,Empirical,FPC,FALSE,0.9762582215004671,0.5649691634244033,1.727984967503624,1.727984967503624,1
3re,2,50,10,"d=50, n_i=10",PACE-FVE99-default,FPC,FPC,TRUE,0.9996965128093217,0.5649691634244033,1.7694709331566694,1.727984967503624,1.0240082908319388
3re,2,50,10,"d=50, n_i=10",PACE-Oracle-GCV,Direct,FPC,FALSE,0.9664188221089757,0.5649691634244033,1.7105691508033767,1.7105691508033767,1
3re,2,50,10,"d=50, n_i=10",PACE-Oracle-GCV,Empirical,FPC,FALSE,0.9708210830131931,0.5649691634244033,1.7183611882971301,1.7105691508033767,1.0045552309242183
3re,2,50,10,"d=50, n_i=10",PACE-Oracle-GCV,FPC,FPC,TRUE,0.9863800886172502,0.5649691634244033,1.7459007543678702,1.7105691508033767,1.0206548817672176
3re,2,50,10,"d=50, n_i=10",PACE-Oracle-default,Direct,FPC,FALSE,0.9828291471532502,0.5649691634244033,1.7396155591857527,1.727984967503624,1.0067307250357225
3re,2,50,10,"d=50, n_i=10",PACE-Oracle-default,Empirical,FPC,FALSE,0.9762582215004671,0.5649691634244033,1.727984967503624,1.727984967503624,1
3re,2,50,10,"d=50, n_i=10",PACE-Oracle-default,FPC,FPC,TRUE,0.9996965128093217,0.5649691634244033,1.7694709331566694,1.727984967503624,1.0240082908319388
3re,2,50,10,"d=50, n_i=10",bayesFPCA-Oracle,Empirical,FPC,FALSE,0.6145302354166434,0.5649691634244033,1.0877234992647022,0.7711379580016019,1.4105433249369923
3re,2,50,10,"d=50, n_i=10",bayesFPCA-Oracle,FPC,FPC,TRUE,0.4356691670169677,0.5649691634244033,0.7711379580016019,0.7711379580016019,1
3re,2,50,10,"d=50, n_i=10",bayesFPCA-PVE95-L15,Empirical,FPC,FALSE,1.0991415109723515,0.44052160596467915,2.495091037737841,2.405429710355229,1.0372745572221982
3re,2,50,10,"d=50, n_i=10",bayesFPCA-PVE95-L15,FPC,FPC,TRUE,1.0596437590408385,0.44052160596467915,2.405429710355229,2.405429710355229,1
3re,2,50,10,"d=50, n_i=10",bayesFPCA-PVE99-L15,Empirical,FPC,FALSE,1.0991415109723515,0.44052160596467915,2.495091037737841,2.405429710355229,1.0372745572221982
3re,2,50,10,"d=50, n_i=10",bayesFPCA-PVE99-L15,FPC,FPC,TRUE,1.0596437590408385,0.44052160596467915,2.405429710355229,2.405429710355229,1
3re,3,200,5,"d=200, n_i=5",AdaStruMM,Empirical,FPC,FALSE,0.34758137891555113,0.3491254597740694,0.9955772894376781,0.9955772894376781,1
3re,3,200,5,"d=200, n_i=5",AdaStruMM,EmpiricalCorrected,FPC,FALSE,0.34763362532304876,0.3491254597740694,0.995726938814528,0.9955772894376781,1.0001503141729302
3re,3,200,5,"d=200, n_i=5",AdaStruMM,FPC,FPC,TRUE,0.48002629313368983,0.3491254597740694,1.3749392365836932,0.9955772894376781,1.3810472086605012
3re,3,200,5,"d=200, n_i=5",Di-95,Empirical,Empirical,TRUE,0.8941014685853657,0.3491254597740694,2.56097469707299,2.56097469707299,1
3re,3,200,5,"d=200, n_i=5",Di-99,Empirical,Empirical,TRUE,1.8189881096251537,0.3312439145776431,5.491385741967451,5.491385741967451,1
3re,3,200,5,"d=200, n_i=5",Di-Oracle,Empirical,Empirical,TRUE,1.032473455609413,0.3491254597740694,2.957313557932901,2.957313557932901,1
3re,3,200,5,"d=200, n_i=5",FACE-95,Direct,FPC,FALSE,0.7765769849764659,0.3491254597740694,2.224349336994828,2.189723571135801,1.015812847939097
3re,3,200,5,"d=200, n_i=5",FACE-95,Empirical,FPC,FALSE,0.7644882485509038,0.3491254597740694,2.189723571135801,2.189723571135801,1
3re,3,200,5,"d=200, n_i=5",FACE-95,FPC,FPC,TRUE,0.8726034333962354,0.3491254597740694,2.4993978782324437,2.189723571135801,1.1414216438908842
3re,3,200,5,"d=200, n_i=5",FACE-99,Direct,FPC,FALSE,0.7765769849764659,0.3491254597740694,2.224349336994828,2.189723571135801,1.015812847939097
3re,3,200,5,"d=200, n_i=5",FACE-99,Empirical,FPC,FALSE,0.7644882485509038,0.3491254597740694,2.189723571135801,2.189723571135801,1
3re,3,200,5,"d=200, n_i=5",FACE-99,FPC,FPC,TRUE,0.7942960913906797,0.3491254597740694,2.2751021707345402,2.189723571135801,1.038990583434444
3re,3,200,5,"d=200, n_i=5",HGAM-GS,Empirical,Empirical,TRUE,0.7592976267577354,0.3491254597740694,2.17485607394288,2.17485607394288,1
3re,3,200,5,"d=200, n_i=5",Local-GAM,Empirical,Empirical,TRUE,1.2547107073233066,0.3491254597740694,3.5938676833688135,3.5938676833688135,1
3re,3,200,5,"d=200, n_i=5",Oracle-GP,Individual,Individual,TRUE,NA,0.3491254597740694,NA,NA,NA
3re,3,200,5,"d=200, n_i=5",PACE-AIC-GCV,Direct,FPC,FALSE,0.8388152049411172,0.3491254597740694,2.402618260736247,2.3957905996198834,1.0028498572109963
3re,3,200,5,"d=200, n_i=5",PACE-AIC-GCV,Empirical,FPC,FALSE,0.8425709178736455,0.3491254597740694,2.4133757487033485,2.3957905996198834,1.0073400192346758
3re,3,200,5,"d=200, n_i=5",PACE-AIC-GCV,FPC,FPC,TRUE,0.8364314946146851,0.3491254597740694,2.3957905996198834,2.3957905996198834,1
3re,3,200,5,"d=200, n_i=5",PACE-AIC-default,Direct,FPC,FALSE,0.8338405129679628,0.3491254597740694,2.3883692512931267,2.360103920920751,1.0119763075353685
3re,3,200,5,"d=200, n_i=5",PACE-AIC-default,Empirical,FPC,FALSE,0.823972366506041,0.3491254597740694,2.360103920920751,2.360103920920751,1
3re,3,200,5,"d=200, n_i=5",PACE-AIC-default,FPC,FPC,TRUE,0.839803155479209,0.3491254597740694,2.4054480473084756,2.360103920920751,1.0192127668556368
3re,3,200,5,"d=200, n_i=5",PACE-BIC-GCV,Direct,FPC,FALSE,0.8388152049411172,0.3491254597740694,2.402618260736247,2.3957905996198834,1.0028498572109963
3re,3,200,5,"d=200, n_i=5",PACE-BIC-GCV,Empirical,FPC,FALSE,0.8425709178736455,0.3491254597740694,2.4133757487033485,2.3957905996198834,1.0073400192346758
3re,3,200,5,"d=200, n_i=5",PACE-BIC-GCV,FPC,FPC,TRUE,0.8364314946146851,0.3491254597740694,2.3957905996198834,2.3957905996198834,1
3re,3,200,5,"d=200, n_i=5",PACE-BIC-default,Direct,FPC,FALSE,0.8338405129679628,0.3491254597740694,2.3883692512931267,2.360103920920751,1.0119763075353685
3re,3,200,5,"d=200, n_i=5",PACE-BIC-default,Empirical,FPC,FALSE,0.823972366506041,0.3491254597740694,2.360103920920751,2.360103920920751,1
3re,3,200,5,"d=200, n_i=5",PACE-BIC-default,FPC,FPC,TRUE,0.839803155479209,0.3491254597740694,2.4054480473084756,2.360103920920751,1.0192127668556368
3re,3,200,5,"d=200, n_i=5",PACE-FVE95-GCV,Direct,FPC,FALSE,0.8388152049411172,0.3491254597740694,2.402618260736247,2.402618260736247,1
3re,3,200,5,"d=200, n_i=5",PACE-FVE95-GCV,Empirical,FPC,FALSE,0.9638279592594454,0.3491254597740694,2.7606922734399557,2.402618260736247,1.149034916846916
3re,3,200,5,"d=200, n_i=5",PACE-FVE95-GCV,FPC,FPC,TRUE,0.9525332119855525,0.3491254597740694,2.7283407305842666,2.402618260736247,1.1355697969881435
3re,3,200,5,"d=200, n_i=5",PACE-FVE95-default,Direct,FPC,FALSE,0.8338405129679628,0.3491254597740694,2.3883692512931267,2.3883692512931267,1
3re,3,200,5,"d=200, n_i=5",PACE-FVE95-default,Empirical,FPC,FALSE,0.8935773070583671,0.3491254597740694,2.5594733412929283,2.3883692512931267,1.0716405513540928
3re,3,200,5,"d=200, n_i=5",PACE-FVE95-default,FPC,FPC,TRUE,0.9063574155621321,0.3491254597740694,2.5960794040877624,2.3883692512931267,1.0869673534283595
3re,3,200,5,"d=200, n_i=5",PACE-FVE99-GCV,Direct,FPC,FALSE,0.8388152049411172,0.3491254597740694,2.402618260736247,2.3957905996198834,1.0028498572109963
3re,3,200,5,"d=200, n_i=5",PACE-FVE99-GCV,Empirical,FPC,FALSE,0.8425709178736455,0.3491254597740694,2.4133757487033485,2.3957905996198834,1.0073400192346758
3re,3,200,5,"d=200, n_i=5",PACE-FVE99-GCV,FPC,FPC,TRUE,0.8364314946146851,0.3491254597740694,2.3957905996198834,2.3957905996198834,1
3re,3,200,5,"d=200, n_i=5",PACE-FVE99-default,Direct,FPC,FALSE,0.8338405129679628,0.3491254597740694,2.3883692512931267,2.303412166669899,1.0368831448633236
3re,3,200,5,"d=200, n_i=5",PACE-FVE99-default,Empirical,FPC,FALSE,0.8041798317378138,0.3491254597740694,2.303412166669899,2.303412166669899,1
3re,3,200,5,"d=200, n_i=5",PACE-FVE99-default,FPC,FPC,TRUE,0.818419944992547,0.3491254597740694,2.3442001208453074,2.303412166669899,1.0177076229628397
3re,3,200,5,"d=200, n_i=5",PACE-Oracle-GCV,Direct,FPC,FALSE,0.8388152049411172,0.3491254597740694,2.402618260736247,2.3957905996198834,1.0028498572109963
3re,3,200,5,"d=200, n_i=5",PACE-Oracle-GCV,Empirical,FPC,FALSE,0.8425709178736455,0.3491254597740694,2.4133757487033485,2.3957905996198834,1.0073400192346758
3re,3,200,5,"d=200, n_i=5",PACE-Oracle-GCV,FPC,FPC,TRUE,0.8364314946146851,0.3491254597740694,2.3957905996198834,2.3957905996198834,1
3re,3,200,5,"d=200, n_i=5",PACE-Oracle-default,Direct,FPC,FALSE,0.8338405129679628,0.3491254597740694,2.3883692512931267,2.303412166669899,1.0368831448633236
3re,3,200,5,"d=200, n_i=5",PACE-Oracle-default,Empirical,FPC,FALSE,0.8041798317378138,0.3491254597740694,2.303412166669899,2.303412166669899,1
3re,3,200,5,"d=200, n_i=5",PACE-Oracle-default,FPC,FPC,TRUE,0.818419944992547,0.3491254597740694,2.3442001208453074,2.303412166669899,1.0177076229628397
3re,3,200,5,"d=200, n_i=5",bayesFPCA-Oracle,Empirical,FPC,FALSE,0.36773033328085786,0.3491254597740694,1.0532899362848769,1.0532899362848769,1
3re,3,200,5,"d=200, n_i=5",bayesFPCA-Oracle,FPC,FPC,TRUE,0.39719343169794397,0.3491254597740694,1.1376810844874532,1.0532899362848769,1.0801214796566248
3re,3,200,5,"d=200, n_i=5",bayesFPCA-PVE95-L15,Empirical,FPC,FALSE,1.0866959568465517,0.3491254597740694,3.1126230597728064,3.1126230597728064,1
3re,3,200,5,"d=200, n_i=5",bayesFPCA-PVE95-L15,FPC,FPC,TRUE,1.0935956434934286,0.3491254597740694,3.132385831159751,3.1126230597728064,1.0063492337515443
3re,3,200,5,"d=200, n_i=5",bayesFPCA-PVE99-L15,Empirical,FPC,FALSE,1.0866959568465517,0.3491254597740694,3.1126230597728064,3.1126230597728064,1
3re,3,200,5,"d=200, n_i=5",bayesFPCA-PVE99-L15,FPC,FPC,TRUE,1.0935956434934286,0.3491254597740694,3.132385831159751,3.1126230597728064,1.0063492337515443
3re,4,500,2,"d=500, n_i=2",AdaStruMM,Empirical,FPC,FALSE,0.36364703419415195,0.199745310933806,1.8205535463841838,1.1543446330329477,1.5771317285036668
3re,4,500,2,"d=500, n_i=2",AdaStruMM,EmpiricalCorrected,FPC,FALSE,0.2377632616728388,0.199745310933806,1.1903321312590494,1.1543446330329477,1.0311756967514523
3re,4,500,2,"d=500, n_i=2",AdaStruMM,FPC,FPC,TRUE,0.2305749276499363,0.199745310933806,1.1543446330329477,1.1543446330329477,1
3re,4,500,2,"d=500, n_i=2",FACE-95,Direct,FPC,FALSE,1.0661363431040916,0.199745310933806,5.337478702853759,4.162890911958147,1.2821567549419899
3re,4,500,2,"d=500, n_i=2",FACE-95,Empirical,FPC,FALSE,0.8315179395925953,0.199745310933806,4.162890911958147,4.162890911958147,1
3re,4,500,2,"d=500, n_i=2",FACE-95,FPC,FPC,TRUE,1.1351759803249437,0.199745310933806,5.683117040485281,4.162890911958147,1.3651851947789926
3re,4,500,2,"d=500, n_i=2",FACE-99,Direct,FPC,FALSE,1.0661363431040916,0.199745310933806,5.337478702853759,4.162890911958147,1.2821567549419899
3re,4,500,2,"d=500, n_i=2",FACE-99,Empirical,FPC,FALSE,0.8315179395925953,0.199745310933806,4.162890911958147,4.162890911958147,1
3re,4,500,2,"d=500, n_i=2",FACE-99,FPC,FPC,TRUE,1.0620183829916476,0.199745310933806,5.3168626488738555,4.162890911958147,1.2772044142691459
3re,4,500,2,"d=500, n_i=2",HGAM-GS,Empirical,Empirical,TRUE,1.2877539758218524,0.199745310933806,6.446979755377606,6.446979755377606,1
3re,4,500,2,"d=500, n_i=2",Oracle-GP,Individual,Individual,TRUE,NA,0.199745310933806,NA,NA,NA
3re,4,500,2,"d=500, n_i=2",PACE-AIC-GCV,Direct,FPC,FALSE,0.8213456842697278,0.199745310933806,4.111964783703559,4.111964783703559,1
3re,4,500,2,"d=500, n_i=2",PACE-AIC-GCV,Empirical,FPC,FALSE,1.067472256543412,0.199745310933806,5.34416678695984,4.111964783703559,1.2996625866397773
3re,4,500,2,"d=500, n_i=2",PACE-AIC-GCV,FPC,FPC,TRUE,1.0070114849202774,0.199745310933806,5.041477470547446,4.111964783703559,1.2260507411268962
3re,4,500,2,"d=500, n_i=2",PACE-AIC-default,Direct,FPC,FALSE,0.999227054702553,0.199745310933806,5.002505691028156,4.829839978992738,1.0357497790374883
3re,4,500,2,"d=500, n_i=2",PACE-AIC-default,Empirical,FPC,FALSE,0.9647378883644315,0.199745310933806,4.829839978992738,4.829839978992738,1
3re,4,500,2,"d=500, n_i=2",PACE-AIC-default,FPC,FPC,TRUE,1.0369882470483265,0.199745310933806,5.191552393397491,4.829839978992738,1.0748911798274916
3re,4,500,2,"d=500, n_i=2",PACE-BIC-GCV,Direct,FPC,FALSE,0.8213456842697278,0.199745310933806,4.111964783703559,4.111964783703559,1
3re,4,500,2,"d=500, n_i=2",PACE-BIC-GCV,Empirical,FPC,FALSE,1.067472256543412,0.199745310933806,5.34416678695984,4.111964783703559,1.2996625866397773
3re,4,500,2,"d=500, n_i=2",PACE-BIC-GCV,FPC,FPC,TRUE,1.0070114849202774,0.199745310933806,5.041477470547446,4.111964783703559,1.2260507411268962
3re,4,500,2,"d=500, n_i=2",PACE-BIC-default,Direct,FPC,FALSE,0.999227054702553,0.199745310933806,5.002505691028156,4.829839978992738,1.0357497790374883
3re,4,500,2,"d=500, n_i=2",PACE-BIC-default,Empirical,FPC,FALSE,0.9647378883644315,0.199745310933806,4.829839978992738,4.829839978992738,1
3re,4,500,2,"d=500, n_i=2",PACE-BIC-default,FPC,FPC,TRUE,1.0369882470483265,0.199745310933806,5.191552393397491,4.829839978992738,1.0748911798274916
3re,4,500,2,"d=500, n_i=2",PACE-FVE95-GCV,Direct,FPC,FALSE,0.8213456842697278,0.199745310933806,4.111964783703559,4.111964783703559,1
3re,4,500,2,"d=500, n_i=2",PACE-FVE95-GCV,Empirical,FPC,FALSE,1.0359651047720493,0.199745310933806,5.1864301591307935,4.111964783703559,1.261302183249606
3re,4,500,2,"d=500, n_i=2",PACE-FVE95-GCV,FPC,FPC,TRUE,0.959490597747353,0.199745310933806,4.8035700726177275,4.111964783703559,1.168193388147467
3re,4,500,2,"d=500, n_i=2",PACE-FVE95-default,Direct,FPC,FALSE,0.999227054702553,0.199745310933806,5.002505691028156,4.643864864809583,1.07722895404134
3re,4,500,2,"d=500, n_i=2",PACE-FVE95-default,Empirical,FPC,FALSE,0.9275902313559671,0.199745310933806,4.643864864809583,4.643864864809583,1
3re,4,500,2,"d=500, n_i=2",PACE-FVE95-default,FPC,FPC,TRUE,1.0002833062245298,0.199745310933806,5.007793682606225,4.643864864809583,1.078367658920145
3re,4,500,2,"d=500, n_i=2",PACE-FVE99-GCV,Direct,FPC,FALSE,0.8213456842697278,0.199745310933806,4.111964783703559,4.111964783703559,1
3re,4,500,2,"d=500, n_i=2",PACE-FVE99-GCV,Empirical,FPC,FALSE,0.9913438777415873,0.199745310933806,4.963039548248073,4.111964783703559,1.2069752075498001
3re,4,500,2,"d=500, n_i=2",PACE-FVE99-GCV,FPC,FPC,TRUE,0.8260363999180506,0.199745310933806,4.135448266877176,4.111964783703559,1.0057110127174935
3re,4,500,2,"d=500, n_i=2",PACE-FVE99-default,Direct,FPC,FALSE,0.999227054702553,0.199745310933806,5.002505691028156,4.312028452938825,1.1601281729991235
3re,4,500,2,"d=500, n_i=2",PACE-FVE99-default,Empirical,FPC,FALSE,0.8613074640876839,0.199745310933806,4.312028452938825,4.312028452938825,1
3re,4,500,2,"d=500, n_i=2",PACE-FVE99-default,FPC,FPC,TRUE,0.972436713383049,0.199745310933806,4.86838318675379,4.312028452938825,1.129023901369618
3re,4,500,2,"d=500, n_i=2",PACE-Oracle-GCV,Direct,FPC,FALSE,0.8213456842697278,0.199745310933806,4.111964783703559,4.111964783703559,1
3re,4,500,2,"d=500, n_i=2",PACE-Oracle-GCV,Empirical,FPC,FALSE,0.9913438777415873,0.199745310933806,4.963039548248073,4.111964783703559,1.2069752075498001
3re,4,500,2,"d=500, n_i=2",PACE-Oracle-GCV,FPC,FPC,TRUE,0.8260363999180506,0.199745310933806,4.135448266877176,4.111964783703559,1.0057110127174935
3re,4,500,2,"d=500, n_i=2",PACE-Oracle-default,Direct,FPC,FALSE,0.999227054702553,0.199745310933806,5.002505691028156,4.312028452938825,1.1601281729991235
3re,4,500,2,"d=500, n_i=2",PACE-Oracle-default,Empirical,FPC,FALSE,0.8613074640876839,0.199745310933806,4.312028452938825,4.312028452938825,1
3re,4,500,2,"d=500, n_i=2",PACE-Oracle-default,FPC,FPC,TRUE,0.972436713383049,0.199745310933806,4.86838318675379,4.312028452938825,1.129023901369618
3re,4,500,2,"d=500, n_i=2",bayesFPCA-Oracle,Empirical,FPC,FALSE,0.7565386752643729,0.199745310933806,3.7875165716159604,3.7875165716159604,1
3re,4,500,2,"d=500, n_i=2",bayesFPCA-Oracle,FPC,FPC,TRUE,0.7595752212905889,0.199745310933806,3.802718660776503,3.7875165716159604,1.0040137353522012
3re,4,500,2,"d=500, n_i=2",bayesFPCA-PVE95-L15,Empirical,FPC,FALSE,1.177879040875618,0.18371177902330257,6.411559711292176,6.411559711292176,1
3re,4,500,2,"d=500, n_i=2",bayesFPCA-PVE95-L15,FPC,FPC,TRUE,1.179862295690515,0.18371177902330257,6.422355180289542,6.411559711292176,1.0016837508318535
3re,4,500,2,"d=500, n_i=2",bayesFPCA-PVE99-L15,Empirical,FPC,FALSE,1.177879040875618,0.18371177902330257,6.411559711292176,6.411559711292176,1
3re,4,500,2,"d=500, n_i=2",bayesFPCA-PVE99-L15,FPC,FPC,TRUE,1.179862295690515,0.18371177902330257,6.422355180289542,6.411559711292176,1.0016837508318535
3re,5,500,10,"d=500, n_i=10",AdaStruMM,Empirical,FPC,FALSE,0.19590352998997645,0.19610218264327117,0.9989869941750924,0.7996600694710196,1.249264571677224
3re,5,500,10,"d=500, n_i=10",AdaStruMM,EmpiricalCorrected,FPC,FALSE,0.19599727049261934,0.19610218264327117,0.9994650128354631,0.7996600694710196,1.2498623490061418
3re,5,500,10,"d=500, n_i=10",AdaStruMM,FPC,FPC,TRUE,0.1568150849959368,0.19610218264327117,0.7996600694710196,0.7996600694710196,1
3re,5,500,10,"d=500, n_i=10",FACE-95,Direct,FPC,FALSE,0.5304768210719736,0.19610218264327117,2.7051041142003105,1.4581717214458194,1.8551341206357517
3re,5,500,10,"d=500, n_i=10",FACE-95,Empirical,FPC,FALSE,0.2859506572442212,0.19610218264327117,1.4581717214458194,1.4581717214458194,1
3re,5,500,10,"d=500, n_i=10",FACE-95,FPC,FPC,TRUE,0.3914396619727334,0.19610218264327117,1.9961004854535453,1.4581717214458194,1.368906320220196
3re,5,500,10,"d=500, n_i=10",FACE-99,Direct,FPC,FALSE,0.5304768210719736,0.19610218264327117,2.7051041142003105,1.4581717214458194,1.8551341206357517
3re,5,500,10,"d=500, n_i=10",FACE-99,Empirical,FPC,FALSE,0.2859506572442212,0.19610218264327117,1.4581717214458194,1.4581717214458194,1
3re,5,500,10,"d=500, n_i=10",FACE-99,FPC,FPC,TRUE,0.5293607022964333,0.19610218264327117,2.6994125978668557,1.4581717214458194,1.8512309340290252
3re,5,500,10,"d=500, n_i=10",HGAM-GS,Empirical,Empirical,TRUE,0.3581293265918808,0.19610218264327117,1.8262383506630961,1.8262383506630961,1
3re,5,500,10,"d=500, n_i=10",Local-GAM,Empirical,Empirical,TRUE,0.5262453060627071,0.19610218264327117,2.6835260014418005,2.6835260014418005,1
3re,5,500,10,"d=500, n_i=10",Oracle-GP,Individual,Individual,TRUE,NA,0.19610218264327117,NA,NA,NA
3re,5,500,10,"d=500, n_i=10",PACE-AIC-GCV,Direct,FPC,FALSE,0.5274923334124645,0.19610218264327117,2.689885070642095,1.850693714029467,1.453446915743545
3re,5,500,10,"d=500, n_i=10",PACE-AIC-GCV,Empirical,FPC,FALSE,0.3629250767253604,0.19610218264327117,1.850693714029467,1.850693714029467,1
3re,5,500,10,"d=500, n_i=10",PACE-AIC-GCV,FPC,FPC,TRUE,0.47279993178102875,0.19610218264327117,2.410987605584674,1.850693714029467,1.302748038374915
3re,5,500,10,"d=500, n_i=10",PACE-AIC-default,Direct,FPC,FALSE,0.45810056946485,0.19610218264327117,2.336029937505485,2.0584716883074803,1.1348370496298734
3re,5,500,10,"d=500, n_i=10",PACE-AIC-default,Empirical,FPC,FALSE,0.40367079098647624,0.19610218264327117,2.0584716883074803,2.0584716883074803,1
3re,5,500,10,"d=500, n_i=10",PACE-AIC-default,FPC,FPC,TRUE,0.4205008060058245,0.19610218264327117,2.1442943690777585,2.0584716883074803,1.0416924270845054
3re,5,500,10,"d=500, n_i=10",PACE-BIC-GCV,Direct,FPC,FALSE,0.5274923334124645,0.19610218264327117,2.689885070642095,1.850693714029467,1.453446915743545
3re,5,500,10,"d=500, n_i=10",PACE-BIC-GCV,Empirical,FPC,FALSE,0.3629250767253604,0.19610218264327117,1.850693714029467,1.850693714029467,1
3re,5,500,10,"d=500, n_i=10",PACE-BIC-GCV,FPC,FPC,TRUE,0.47279993178102875,0.19610218264327117,2.410987605584674,1.850693714029467,1.302748038374915
3re,5,500,10,"d=500, n_i=10",PACE-BIC-default,Direct,FPC,FALSE,0.45810056946485,0.19610218264327117,2.336029937505485,2.0584716883074803,1.1348370496298734
3re,5,500,10,"d=500, n_i=10",PACE-BIC-default,Empirical,FPC,FALSE,0.40367079098647624,0.19610218264327117,2.0584716883074803,2.0584716883074803,1
3re,5,500,10,"d=500, n_i=10",PACE-BIC-default,FPC,FPC,TRUE,0.4205008060058245,0.19610218264327117,2.1442943690777585,2.0584716883074803,1.0416924270845054
3re,5,500,10,"d=500, n_i=10",PACE-FVE95-GCV,Direct,FPC,FALSE,0.5274923334124645,0.19610218264327117,2.689885070642095,2.689885070642095,1
3re,5,500,10,"d=500, n_i=10",PACE-FVE95-GCV,Empirical,FPC,FALSE,0.6131941172669916,0.19610218264327117,3.126911230674321,2.689885070642095,1.1624701980028853
3re,5,500,10,"d=500, n_i=10",PACE-FVE95-GCV,FPC,FPC,TRUE,0.6169516446135097,0.19610218264327117,3.1460722991329697,2.689885070642095,1.1695935761233023
3re,5,500,10,"d=500, n_i=10",PACE-FVE95-default,Direct,FPC,FALSE,0.45810056946485,0.19610218264327117,2.336029937505485,2.336029937505485,1
3re,5,500,10,"d=500, n_i=10",PACE-FVE95-default,Empirical,FPC,FALSE,0.8002183577447813,0.19610218264327117,4.080619333036471,2.336029937505485,1.7468180811903182
3re,5,500,10,"d=500, n_i=10",PACE-FVE95-default,FPC,FPC,TRUE,0.7968973712052605,0.19610218264327117,4.063684353044116,2.336029937505485,1.7395686107445592
3re,5,500,10,"d=500, n_i=10",PACE-FVE99-GCV,Direct,FPC,FALSE,0.5274923334124645,0.19610218264327117,2.689885070642095,1.850693714029467,1.453446915743545
3re,5,500,10,"d=500, n_i=10",PACE-FVE99-GCV,Empirical,FPC,FALSE,0.3629250767253604,0.19610218264327117,1.850693714029467,1.850693714029467,1
3re,5,500,10,"d=500, n_i=10",PACE-FVE99-GCV,FPC,FPC,TRUE,0.47279993178102875,0.19610218264327117,2.410987605584674,1.850693714029467,1.302748038374915
3re,5,500,10,"d=500, n_i=10",PACE-FVE99-default,Direct,FPC,FALSE,0.45810056946485,0.19610218264327117,2.336029937505485,2.0584716883074803,1.1348370496298734
